Periode;Wilayah;Kecamatan;Nama Puskesmas;Poli;Baru;Lama;Total Kunjungan
Mei;Surabaya Utara;Kenjeran;Puskesmas Bulak Banteng;SANITASI;;;0
Mei;Surabaya Utara;Kenjeran;Puskesmas Bulak Banteng;STD;;;0
Mei;Surabaya Utara;Kenjeran;Puskesmas Bulak Banteng;TBC/PARU;;;0
Mei;Surabaya Utara;Kenjeran;Puskesmas Bulak Banteng;UMUM;143;883;1026
Mei;Surabaya Utara;Kenjeran;Puskesmas Bulak Banteng;VCT;;;0
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;BATRA;1;8;9
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;GIGI;9;132;141
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;GIZI;;;0
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;INSTALASI GAWAT DARURAT;;;0
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;KIA;67;407;474
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;LABORATORIUM;;;0
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;LANSIA;8;406;414
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;MATA;;;0
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;PKPR;;;0
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;Poli PCR-SWAB;;;0
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;PSIKOLOGI;1;1;2
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;PTRM;;;0
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;RAWAT INAP;;;0
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;SANITASI;;;0
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;STD;;;0
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;TBC/PARU;;;0
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;UMUM;172;1145;1317
Mei;Surabaya Pusat;Tegalsari;Puskesmas Dr. Soetomo;VCT;;;0
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;BATRA;0;15;15
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;GIGI;53;231;284
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;GIZI;1;0;1
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;INSTALASI GAWAT DARURAT;16;10;26
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;KIA;210;577;787
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;LABORATORIUM;16;36;52
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;LANSIA;42;631;673
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;MATA;;;0
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;PKPR;;;0
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;Poli PCR-SWAB;;;0
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;PSIKOLOGI;0;8;8
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;PTRM;;;0
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;RAWAT INAP;1;8;9
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;SANITASI;;;0
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;STD;;;0
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;TBC/PARU;0;41;41
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;UMUM;346;1257;1603
Mei;Surabaya Selatan;Dukuh Pakis;Puskesmas Dukuh Kupang;VCT;;;0
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;BATRA;0;16;16
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;GIGI;36;268;304
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;GIZI;5;18;23
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;INSTALASI GAWAT DARURAT;27;38;65
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;KIA;77;568;645
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;LABORATORIUM;;;0
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;LANSIA;14;399;413
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;MATA;;;0
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;PKPR;;;0
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;Poli PCR-SWAB;;;0
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;PSIKOLOGI;4;28;32
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;PTRM;;;0
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;RAWAT INAP;20;12;32
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;SANITASI;;;0
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;STD;;;0
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;TBC/PARU;;;0
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;UMUM;123;1142;1265
Mei;Surabaya Utara;Krembangan;Puskesmas Dupak;VCT;;;0
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;BATRA;0;7;7
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;GIGI;42;204;246
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;GIZI;74;56;130
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;INSTALASI GAWAT DARURAT;;;0
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;KIA;110;632;742
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;LABORATORIUM;;;0
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;LANSIA;;;0
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;MATA;;;0
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;PKPR;;;0
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;Poli PCR-SWAB;;;0
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;PSIKOLOGI;1;12;13
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;PTRM;;;0
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;RAWAT INAP;;;0
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;SANITASI;;;0
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;STD;;;0
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;TBC/PARU;;;0
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;UMUM;238;2145;2383
Mei;Surabaya Timur;Tambaksari;Puskesmas Gading;VCT;;;0
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;BATRA;0;1;1
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;GIGI;25;336;361
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;GIZI;1;31;32
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;INSTALASI GAWAT DARURAT;;;0
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;KIA;87;496;583
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;LABORATORIUM;;;0
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;LANSIA;23;744;767
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;MATA;;;0
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;PKPR;;;0
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;Poli PCR-SWAB;;;0
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;PSIKOLOGI;3;11;14
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;PTRM;;;0
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;RAWAT INAP;;;0
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;SANITASI;;;0
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;STD;;;0
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;TBC/PARU;;;0
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;UMUM;192;1243;1435
Mei;Surabaya Selatan;Gayungan;Puskesmas Gayungan;VCT;;;0
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;BATRA;0;6;6
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;GIGI;9;193;202
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;GIZI;;;0
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;INSTALASI GAWAT DARURAT;;;0
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;KIA;33;539;572
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;LABORATORIUM;;;0
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;LANSIA;2;378;380
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;MATA;;;0
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;PKPR;;;0
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;Poli PCR-SWAB;;;0
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;PSIKOLOGI;1;5;6
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;PTRM;;;0
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;RAWAT INAP;;;0
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;SANITASI;;;0
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;STD;;;0
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;TBC/PARU;1;76;77
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;UMUM;52;1306;1358
Mei;Surabaya Pusat;Bubutan;Puskesmas Gundih;VCT;;;0
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;BATRA;;;0
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;GIGI;31;142;173
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;GIZI;1;0;1
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;INSTALASI GAWAT DARURAT;3;2;5
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;KIA;91;435;526
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;LABORATORIUM;;;0
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;LANSIA;13;354;367
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;MATA;;;0
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;PKPR;;;0
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;Poli PCR-SWAB;;;0
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;PSIKOLOGI;0;4;4
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;PTRM;;;0
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;RAWAT INAP;2;1;3
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;SANITASI;;;0
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;STD;;;0
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;TBC/PARU;;;0
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;UMUM;207;852;1059
Mei;Surabaya Timur;Gunung Anyar;Puskesmas Gunung Anyar;VCT;;;0
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;BATRA;0;20;20
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;GIGI;80;444;524
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;GIZI;5;35;40
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;INSTALASI GAWAT DARURAT;51;41;92
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;KIA;161;819;980
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;LABORATORIUM;;;0
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;LANSIA;26;672;698
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;MATA;;;0
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;PKPR;;;0
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;Poli PCR-SWAB;;;0
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;PSIKOLOGI;3;13;16
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;PTRM;0;9;9
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;RAWAT INAP;34;37;71
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;SANITASI;;;0
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;STD;;;0
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;TBC/PARU;;;0
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;UMUM;257;1847;2104
Mei;Surabaya Selatan;Wonokromo;Puskesmas Jagir;VCT;;;0
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;BATRA;1;15;16
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;GIGI;33;137;170
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;GIZI;19;34;53
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;INSTALASI GAWAT DARURAT;;;0
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;KIA;63;243;306
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;LABORATORIUM;0;6;6
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;LANSIA;9;326;335
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;MATA;;;0
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;PKPR;;;0
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;Poli PCR-SWAB;;;0
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;PSIKOLOGI;11;20;31
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;PTRM;;;0
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;RAWAT INAP;;;0
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;SANITASI;;;0
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;STD;;;0
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;TBC/PARU;;;0
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;UMUM;213;1016;1229
Mei;Surabaya Selatan;Wonocolo;Puskesmas Jemursari;VCT;;;0
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;BATRA;0;8;8
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;GIGI;45;206;251
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;GIZI;;;0
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;INSTALASI GAWAT DARURAT;;;0
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;KIA;41;115;156
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;LABORATORIUM;;;0
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;LANSIA;1;150;151
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;MATA;;;0
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;PKPR;;;0
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;Poli PCR-SWAB;;;0
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;PSIKOLOGI;0;2;2
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;PTRM;;;0
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;RAWAT INAP;;;0
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;SANITASI;;;0
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;STD;;;0
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;TBC/PARU;21;209;230
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;UMUM;118;851;969
Mei;Surabaya Barat;Lakarsantri;Puskesmas Jeruk;VCT;;;0
Mei;Surabaya Timur;Mulyorejo;Puskesmas Kalijudan;BATRA;2;11;13
Mei;Surabaya Timur;Mulyorejo;Puskesmas Kalijudan;GIGI;23;173;196
